Technique,Ordered Name,Coefficient
HySudeB,"('kaolini1.spc Kaolinite CM9', 'halloys5.spc Halloysite+Kaolinite CM29', 'gibbsit1.spc Gibbsite HS423.3B', 'pyrophy3.spc Pyrophyllite SU1421', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.12446942392096934, 0.042934797070407454, 0.032866677551542135, 0.006801840956876113, 0.0005344373454921953, 0.00010888943989511277)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'kaolini1.spc Kaolinite CM9', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'dickite1.spc Dickite NMNH106242')","(0.06500777527114145, 0.025024229720503808, 0.013941115619035434, 0.009628740586727589, 0.0086237828774054)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'halloys5.spc Halloysite+Kaolinite CM29', 'gibbsit1.spc Gibbsite HS423.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.06948716539797355, 0.037777425675993494, 0.024262614429077872, 0.015624006617483152)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'halloys5.spc Halloysite+Kaolinite CM29', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'epidote1.spc Epidote GDS26.a 75-200um')","(0.12627973649213026, 0.023725140625422914, 0.013873252919618646, 0.0012876869111903555)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'halloys5.spc Halloysite+Kaolinite CM29', 'gibbsit1.spc Gibbsite HS423.3B', 'pyrophy3.spc Pyrophyllite SU1421', 'datolit1.spc Datolite HS442.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.13078628084578883, 0.07282304417932577, 0.023594554809881475, 0.00888455408296076, 0.0016522215991639593, 0.0015771221848880379)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'kaolini1.spc Kaolinite CM9', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B', 'talc1.spc Talc GDS23 74-250um fr')","(0.07783794907425219, 0.05123730315159571, 0.01878728837442068, 0.01647922726480277, 0.004347931925723065, 0.003318492615396397)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'dickite1.spc Dickite NMNH106242', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'calcite1.spc Calcite WS272')","(0.0453012088469974, 0.03631241798771042, 0.012291516892823536, 0.01016456940793265, 0.003556574208711007)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'kaolini1.spc Kaolinite CM9', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B', 'talc1.spc Talc GDS23 74-250um fr')","(0.05830075710029066, 0.01903326284482232, 0.01773056023301783, 0.010804312909064723, 0.0015336239114104677, 0.0013128010289441105)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'kaolini1.spc Kaolinite CM9', 'gibbsit1.spc Gibbsite HS423.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'dolomit1.spc Dolomite HS102.3B', 'datolit1.spc Datolite HS442.3B')","(0.09200759267754265, 0.05695078953508178, 0.02712113880241349, 0.004367247410959564, 0.003547754456997878, 0.00040529747375163465)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'carnall2.spc Carnallite HS430.3B', 'halloys5.spc Halloysite+Kaolinite CM29', 'analcime.spc Analcime GDS1', 'rhodoch1.spc Rhodochrosite HS338.3B', 'dickite1.spc Dickite NMNH106242', 'alunite5.spc Alunite HS295.3B', 'calcite1.spc Calcite WS272')","(0.2523609522099672, 0.23740427759180346, 0.09291995842584072, 0.043996926986869044, 0.04388342880580679, 0.02740752499366773, 0.006124073019368944, 0.005504884593585784, 0.0024166482368661165)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'halloys5.spc Halloysite+Kaolinite CM29', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'talc1.spc Talc GDS23 74-250um fr', 'gibbsit1.spc Gibbsite HS423.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.11786949605090061, 0.02205075238814338, 0.012723519992402786, 0.007714011135887226, 0.007311659734759955, 0.00714195331664321)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B', 'calcite1.spc Calcite WS272')","(0.11580127343988848, 0.017849614762487347, 0.017783367408326613, 0.00693998570353879, 0.0038546746746350087)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'dickite1.spc Dickite NMNH106242', 'talc1.spc Talc GDS23 74-250um fr', 'datolit1.spc Datolite HS442.3B')","(0.04879941224551987, 0.022546510812490355, 0.018862048277481232, 0.007105059257246788, 0.006551641208519202, 0.0021007561059331347)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'elbaite1.spc Elbaite NMNH94217-1.a 659')","(0.07149321407145309, 0.014467530282100006, 0.0067930279431292154)"
HySudeB,"('dickite1.spc Dickite NMNH106242', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B', 'talc1.spc Talc GDS23 74-250um fr')","(0.04525198940276695, 0.022376353308877626, 0.010204376553975597, 0.0039042961198575156, 0.002196375077210634)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B', 'dickite1.spc Dickite NMNH106242', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'talc1.spc Talc GDS23 74-250um fr')","(0.11857413099960849, 0.01597199737932992, 0.0042909430818801365, 0.002310760573585209, 0.0011785831670768389, 0.0006902608492946921)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'kaolini1.spc Kaolinite CM9', 'dickite1.spc Dickite NMNH106242', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'talc1.spc Talc GDS23 74-250um fr')","(0.05393875544584453, 0.02437556472830232, 0.014940862327362511, 0.01376819926819775, 0.01360044863972246, 0.00028437610170320047)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'dickite1.spc Dickite NMNH106242', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'datolit1.spc Datolite HS442.3B')","(0.04848494002443522, 0.02131328396904674, 0.016802991015442286, 0.010051509246667839, 0.005729612163075199)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'halloys5.spc Halloysite+Kaolinite CM29', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'gibbsit1.spc Gibbsite HS423.3B', 'talc1.spc Talc GDS23 74-250um fr', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'dolomit1.spc Dolomite HS102.3B')","(0.1367788821881676, 0.019220317351124352, 0.01485739724818651, 0.008328243148827455, 0.007240939375949638, 0.006013168716442025, 0.0033500404139388314)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'carnall2.spc Carnallite HS430.3B', 'analcime.spc Analcime GDS1', 'rhodoch1.spc Rhodochrosite HS338.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'gibbsit1.spc Gibbsite HS423.3B')","(0.21814223294527427, 0.20166096982971438, 0.05265083486477211, 0.02971554031629807, 0.029028478787066, 0.01790237737744809, 0.00035878016336043293)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'dickite1.spc Dickite NMNH106242', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B', 'talc1.spc Talc GDS23 74-250um fr')","(0.02613870237441848, 0.0223953144441762, 0.015960463091789705, 0.012367040446967691, 0.007792310569802653, 0.007509531138940193)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'gibbsit2.spc Gibbsite WS214', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'datolit1.spc Datolite HS442.3B')","(0.08423907213065356, 0.02064386937938283, 0.01311453425637542, 0.007710238674474024, 0.005645869657839433)"
HySudeB,"('kaolini1.spc Kaolinite CM9', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'gibbsit1.spc Gibbsite HS423.3B', 'talc1.spc Talc GDS23 74-250um fr', 'elbaite1.spc Elbaite NMNH94217-1.a 659')","(0.10100520478252147, 0.015075831945783495, 0.012324709205524871, 0.0038414760542959067, 0.0016304216167727212)"
HySudeB,"('dickite1.spc Dickite NMNH106242', 'kaolini5.spc Kaolinite GDS11 <63um', 'epidote1.spc Epidote GDS26.a 75-200um', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'talc1.spc Talc GDS23 74-250um fr', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.04028837821522183, 0.010315760793836238, 0.01013195426136574, 0.008431649366093225, 0.007326109894035245, 0.000294847846746313)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'dickite1.spc Dickite NMNH106242', 'epidote1.spc Epidote GDS26.a 75-200um')","(0.1459977873628176, 0.00936691055718426, 0.0076173955938827025, 0.006425263038135694)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'pyrophy3.spc Pyrophyllite SU1421', 'gibbsit1.spc Gibbsite HS423.3B', 'carnall2.spc Carnallite HS430.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B')","(0.11005574877535881, 0.023685012245325286, 0.021487266139358883, 0.016728313302348547, 0.014354817309277209, 0.0004956316615463389)"
HySudeB,"('halloys5.spc Halloysite+Kaolinite CM29', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B')","(0.07352273464850181, 0.014752858545466388, 0.00035867080329720204)"
