Technique,Ordered Name,Coefficient
Mixed_Integer_Non-linear_Program,"('montmor6.spc Montmorillonite CM20', 'analcime.spc Analcime GDS1', 'a-illite.spc Ammonio-Illite/Smec GDS87', 'strontia.spc Strontianite HS272.3B')","(0.16838724369988164, 0.15293634219765706, 0.07536346954698392, 0.04845543317957829)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.4869240678467341, 0.23091420469307275, 0.12665120634561916, 0.03420409900823006)"
Mixed_Integer_Non-linear_Program,"('bassanit.spc Bassanite GDS145 (syn)', 'beryl2.spc Beryl HS180.3B', 'muscovi9.spc Muscovite GDS119 Mt Alamo', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.16507467725388106, 0.12136878403613265, 0.05722731578281661, 0.030591513131613738)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.3069847120772067, 0.20219684419728884, 0.1934538188282721, 0.04055913382744628)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.40851838960595377, 0.24195011689432128, 0.12362947710126644, 0.025768926358312804)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.6517756508939128, 0.25357718319358097, 0.12286991495211247, 0.02462680836736763)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.36965985372477156, 0.21516670263464238, 0.17358235426950402, 0.037076885771035295)"
Mixed_Integer_Non-linear_Program,"('montmor6.spc Montmorillonite CM20', 'analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B', 'calcite1.spc Calcite WS272')","(0.16154059784228933, 0.1389219016863143, 0.06737447752681038, 0.04685901543610796)"
Mixed_Integer_Non-linear_Program,"('galena3.spc Galena S102-1B', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'calcite1.spc Calcite WS272')","(1.1347341203967032, 0.16981765712720703, 0.12468687647241783, 0.04084339047016998)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'gibbsit1.spc Gibbsite HS423.3B', 'analcime.spc Analcime GDS1', 'montmor3.spc Montmorillonite SCa-2.a')","(0.23062324261472195, 0.09901310924753215, 0.0787565289523766, 0.051717257192321266)"
