Technique,Ordered Name,Coefficient
HySudeB,"('alunite2.spc Alunite GDS83 Na63', 'natroli1.spc Natrolite HS169.3B')","(0.02938444877644194, 0.00563041137826172)"
HySudeB,"('alunite2.spc Alunite GDS83 Na63',)","(0.04564229722329872,)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'alunite2.spc Alunite GDS83 Na63', 'natroli1.spc Natrolite HS169.3B')","(0.1023208110501292, 0.01376161950478599, 0.004079850531065017)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'topazi.spc Topaz HS184.3B', 'natroli2.spc Natrolite+Zeolit HS168.3B')","(0.13225527198958628, 0.007586675343936564, 0.0030676959939871054)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'rivadavi.spc Rivadavite NMNH170164', 'alunite6.spc Alunite SUSTDA-20', 'howlite.spc Howlite GDS155', 'datolit1.spc Datolite HS442.3B', 'gypsum1.spc Gypsum HS333.3B', 'phalite.spc Polyhalite NMNH92669-4', 'analcime.spc Analcime GDS1')","(0.18544961890948938, 0.07135692343347241, 0.05057920562671262, 0.02948747752442761, 0.02432656310579912, 0.015764623345616437, 0.004102909719316284, 0.0020643075729134953)"
HySudeB,"('ulexite2.spc Ulexite GDS138 Boron CA', 'alunite6.spc Alunite SUSTDA-20', 'alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'ulexite1.spc Ulexite HS441.3B', 'carnall1.spc Carnallite NMNH98011', 'howlite.spc Howlite GDS155', 'rhodoch1.spc Rhodochrosite HS338.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'strontia.spc Strontianite HS272.3B', 'datolit1.spc Datolite HS442.3B')","(0.23029462606060871, 0.13190373288169102, 0.12831372150948223, 0.07859776088818901, 0.07453119939508768, 0.041282787226582185, 0.030285958976883062, 0.01733431419233097, 0.013290814325086633, 0.004355474036242204, 0.0043484728938826475)"
HySudeB,"('alunite2.spc Alunite GDS83 Na63',)","(0.08337565760469609,)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'natroli1.spc Natrolite HS169.3B', 'alunite2.spc Alunite GDS83 Na63')","(0.050476028702065745, 0.03662929650746306, 0.01231078335161306)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'bloedite.spc Bloedite GDS147', 'a-alunit.spc Ammonioalunite NMNH145596', 'topazi.spc Topaz HS184.3B')","(0.1919033176292182, 0.007009258698180928, 0.001698981717211289, 0.001282895195303863)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'bloedite.spc Bloedite GDS147', 'topazi.spc Topaz HS184.3B', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'analcime.spc Analcime GDS1')","(0.1195962617843763, 0.015976482202245432, 0.007652348053536164, 0.005477759113388988, 0.0032309919463504367)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'howlite.spc Howlite GDS155', 'alunite2.spc Alunite GDS83 Na63', 'analcime.spc Analcime GDS1', 'ulexite1.spc Ulexite HS441.3B', 'topazi.spc Topaz HS184.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B')","(0.12022407084114406, 0.04514118505909536, 0.04488474614887547, 0.021018609372843017, 0.006437422293289128, 0.0030807232464462454, 0.002730768969261181, 0.0016616970573309477)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'alunite2.spc Alunite GDS83 Na63', 'ulexite1.spc Ulexite HS441.3B', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch1.spc Rhodochrosite HS338.3B', 'datolit1.spc Datolite HS442.3B', 'howlite.spc Howlite GDS155', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.12298074052274109, 0.08583866169319644, 0.08304095464562117, 0.03340661791060411, 0.025622564575011986, 0.023513827864706363, 0.014434782031788081, 0.010252284535634301, 0.004725198378782743)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'alunite2.spc Alunite GDS83 Na63', 'stilbit2.spc Stilbite HS482.3B', 'phalite.spc Polyhalite NMNH92669-4', 'gypsum1.spc Gypsum HS333.3B', 'kainite.spc Kainite NMNH83904')","(0.11127743525264049, 0.04080602531609878, 0.025330005220649435, 0.017978899224665366, 0.0013110718101615273, 0.0007395882591642053)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'alunite2.spc Alunite GDS83 Na63')","(0.1251851852175013, 0.05960756475691243)"
HySudeB,"('alunite1.spc Alunite GDS84 Na03', 'alunite5.spc Alunite HS295.3B', 'topazi.spc Topaz HS184.3B', 'a-alunit.spc Ammonioalunite NMNH145596', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'natroli2.spc Natrolite+Zeolit HS168.3B')","(0.06129783817543318, 0.059110203105775166, 0.007353035446661806, 0.004660118392094117, 0.003751257986799685, 0.0008804107782309134)"
HySudeB,"('alunite1.spc Alunite GDS84 Na03', 'alunite5.spc Alunite HS295.3B', 'bloedite.spc Bloedite GDS147', 'a-alunit.spc Ammonioalunite NMNH145596', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'topazi.spc Topaz HS184.3B')","(0.10358288564083008, 0.05162921629687461, 0.015248007955303046, 0.0031007953919801115, 0.0014600172559876632, 0.0014510067182146211)"
HySudeB,"('alunite1.spc Alunite GDS84 Na03', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'topazi.spc Topaz HS184.3B')","(0.1562846563121846, 0.003977048467168643, 0.00017296043508395747)"
HySudeB,"('alunite2.spc Alunite GDS83 Na63', 'howlite.spc Howlite GDS155', 'alunite5.spc Alunite HS295.3B')","(0.046030387626013296, 0.005790255919044511, 0.004546693961704453)"
HySudeB,"('alunite2.spc Alunite GDS83 Na63', 'a-alunit.spc Ammonioalunite NMNH145596', 'topazi.spc Topaz HS184.3B')","(0.05515687410749187, 0.00781328920133619, 0.002347774399455432)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'ulexite1.spc Ulexite HS441.3B', 'alunite2.spc Alunite GDS83 Na63', 'rhodoch1.spc Rhodochrosite HS338.3B', 'analcime.spc Analcime GDS1', 'datolit1.spc Datolite HS442.3B', 'carnall1.spc Carnallite NMNH98011', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'alunite6.spc Alunite SUSTDA-20', 'gypsum1.spc Gypsum HS333.3B', 'stilbit2.spc Stilbite HS482.3B')","(0.1366103735714944, 0.10541119430116727, 0.06266903228981235, 0.04123330044935195, 0.03779695758875148, 0.027578095025999352, 0.02493682811892119, 0.017316675540315157, 0.01489989181467122, 0.009899449066725822, 0.009027751041074877)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'ulexite1.spc Ulexite HS441.3B', 'alunite2.spc Alunite GDS83 Na63', 'analcime.spc Analcime GDS1', 'strontia.spc Strontianite HS272.3B', 'carnall1.spc Carnallite NMNH98011', 'gypsum1.spc Gypsum HS333.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B', 'howlite.spc Howlite GDS155')","(0.20190279818509513, 0.0701071894663623, 0.0648615266283105, 0.022205817567986362, 0.01983015540523788, 0.019673395529873926, 0.018876042489296054, 0.010008082089417704, 0.00779949022603722, 0.003879179043447044)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'alunite2.spc Alunite GDS83 Na63', 'alunite1.spc Alunite GDS84 Na03', 'bloedite.spc Bloedite GDS147', 'natroli2.spc Natrolite+Zeolit HS168.3B', 'analcime.spc Analcime GDS1', 'niter.spc Niter GDS43 (K-Saltpeter)')","(0.1679157003773887, 0.023854216938409077, 0.02233683231694983, 0.009422793363550667, 0.004767908513150939, 0.0005371326275201521, 0.0005101316414664927)"
HySudeB,"('alunite1.spc Alunite GDS84 Na03', 'alunite5.spc Alunite HS295.3B', 'topazi.spc Topaz HS184.3B')","(0.14002982526891092, 0.05530463751339343, 0.012301095317101038)"
HySudeB,"('alunite5.spc Alunite HS295.3B', 'alunite1.spc Alunite GDS84 Na03', 'bloedite.spc Bloedite GDS147', 'analcime.spc Analcime GDS1', 'a-alunit.spc Ammonioalunite NMNH145596', 'topazi.spc Topaz HS184.3B', 'lizardi1.spc Lizardite NMNHR4687.a 280')","(0.1469060624234139, 0.10495759785609442, 0.015156585548338987, 0.007460019094000795, 0.0038282393955285246, 0.0024282793344471026, 0.0010344020447793224)"
HySudeB,"('alunite1.spc Alunite GDS84 Na03', 'a-alunit.spc Ammonioalunite NMNH145596', 'natroli2.spc Natrolite+Zeolit HS168.3B', 'topazi.spc Topaz HS184.3B')","(0.17527521455819017, 0.007706369466698273, 0.002771407324922668, 0.0008915770862826616)"
