Technique,Ordered Name,Coefficient
LASSO Regression,"('kaolini2.spc Kaolinite KGa-1 (wxyl)', 'analcime.spc Analcime GDS1', 'pyrophy3.spc Pyrophyllite SU1421', 'dolomit1.spc Dolomite HS102.3B', 'carnall1.spc Carnallite NMNH98011', 'datolit1.spc Datolite HS442.3B')","(0.2670619, 0.15241101, 0.047214504, 0.025093108, 0.0172369, 0.0055875513)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'kaolini2.spc Kaolinite KGa-1 (wxyl)', 'halloys5.spc Halloysite+Kaolinite CM29', 'calcite1.spc Calcite WS272', 'pyrophy3.spc Pyrophyllite SU1421', 'datolit2.spc Datolite SU51399', 'strontia.spc Strontianite HS272.3B', 'elbaite2.spc Elbaite NMNH94217-1.b 196')","(0.19685888, 0.19123963, 0.04010338, 0.023031529, 0.021302167, 0.01908532, 0.017462783, 0.0013297864)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'kaolini2.spc Kaolinite KGa-1 (wxyl)', 'halloys5.spc Halloysite+Kaolinite CM29', 'calcite1.spc Calcite WS272', 'datolit1.spc Datolite HS442.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'pyrophy3.spc Pyrophyllite SU1421')","(0.17501195, 0.14002538, 0.07829709, 0.030108677, 0.012617417, 0.012574613, 0.012425283)"
LASSO Regression,"('kaolini2.spc Kaolinite KGa-1 (wxyl)', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'pyrophy3.spc Pyrophyllite SU1421', 'strontia.spc Strontianite HS272.3B', 'datolit2.spc Datolite SU51399', 'calcite1.spc Calcite WS272', 'halloys5.spc Halloysite+Kaolinite CM29')","(0.27680534, 0.17337833, 0.037838694, 0.032717787, 0.018184118, 0.007292483, 0.0053628394, 0.0042430344)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'halloys5.spc Halloysite+Kaolinite CM29', 'kaolini2.spc Kaolinite KGa-1 (wxyl)', 'pyrophy3.spc Pyrophyllite SU1421', 'calcite1.spc Calcite WS272', 'datolit1.spc Datolite HS442.3B', 'lizardi2.spc Lizardite NMNHR4687.b 165', 'jarosit5.spc Jarosite GDS24 Na')","(0.164104, 0.13032156, 0.11267466, 0.04742778, 0.023068907, 0.009934116, 0.0067533036, 0.0060722423)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'kaolini2.spc Kaolinite KGa-1 (wxyl)', 'halloys5.spc Halloysite+Kaolinite CM29', 'pyrophy3.spc Pyrophyllite SU1421', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B', 'calcite1.spc Calcite WS272', 'datolit2.spc Datolite SU51399', 'talc1.spc Talc GDS23 74-250um fr', 'dolomit1.spc Dolomite HS102.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.179495, 0.17780569, 0.038940966, 0.029731795, 0.020407574, 0.011386563, 0.010351059, 0.006409323, 0.005855456, 0.0024931727, 0.0014293222)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'halloys5.spc Halloysite+Kaolinite CM29', 'kaolini2.spc Kaolinite KGa-1 (wxyl)', 'pyrophy3.spc Pyrophyllite SU1421', 'calcite1.spc Calcite WS272', 'datolit1.spc Datolite HS442.3B', 'talc1.spc Talc GDS23 74-250um fr', 'elbaite2.spc Elbaite NMNH94217-1.b 196', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.19780311, 0.12940115, 0.07021044, 0.036532186, 0.030281298, 0.0044642384, 0.0035092444, 0.0022566614, 4.784101e-05)"
LASSO Regression,"('kaolini2.spc Kaolinite KGa-1 (wxyl)', 'analcime.spc Analcime GDS1', 'halloys5.spc Halloysite+Kaolinite CM29', 'carnall1.spc Carnallite NMNH98011', 'pyrophy3.spc Pyrophyllite SU1421', 'calcite1.spc Calcite WS272', 'datolit1.spc Datolite HS442.3B')","(0.25550124, 0.14361407, 0.0876173, 0.05688477, 0.035629753, 0.031434737, 0.0023466558)"
LASSO Regression,"('kaolini2.spc Kaolinite KGa-1 (wxyl)', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'halloys5.spc Halloysite+Kaolinite CM29', 'calcite1.spc Calcite WS272', 'elbaite2.spc Elbaite NMNH94217-1.b 196', 'talc1.spc Talc GDS23 74-250um fr', 'dolomit1.spc Dolomite HS102.3B', 'datolit1.spc Datolite HS442.3B', 'jarosit5.spc Jarosite GDS24 Na')","(0.2721863, 0.14234278, 0.054162215, 0.045946635, 0.030064367, 0.010395856, 0.0082319025, 0.001810884, 0.0015988082, 0.0005258768)"
LASSO Regression,"('kaolini2.spc Kaolinite KGa-1 (wxyl)', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite1.spc Calcite WS272', 'pyrophy3.spc Pyrophyllite SU1421', 'dolomit1.spc Dolomite HS102.3B', 'elbaite2.spc Elbaite NMNH94217-1.b 196', 'strontia.spc Strontianite HS272.3B')","(0.25969556, 0.17128469, 0.04857153, 0.01804315, 0.011945018, 0.011568963, 0.008194119, 0.0075953994)"
