Technique,Ordered Name,Coefficient
LASSO Regression,"('analcime.spc Analcime GDS1', 'alunite2.spc Alunite GDS83 Na63', 'alunite1.spc Alunite GDS84 Na03', 'datolit1.spc Datolite HS442.3B', 'kaolini2.spc Kaolinite KGa-1 (wxyl)', 'pyrophy3.spc Pyrophyllite SU1421')","(0.17354234, 0.118320964, 0.043777492, 0.032334145, 0.015462385, 0.012889066)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'alunite2.spc Alunite GDS83 Na63', 'alunite6.spc Alunite SUSTDA-20', 'pyrophy3.spc Pyrophyllite SU1421', 'howlite.spc Howlite GDS155', 'datolit1.spc Datolite HS442.3B')","(0.17426269, 0.07887983, 0.07644412, 0.050724234, 0.030690856, 0.017232178, 0.014610919)"
LASSO Regression,"('alunite2.spc Alunite GDS83 Na63', 'analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'pyrophy3.spc Pyrophyllite SU1421', 'howlite.spc Howlite GDS155', 'datolit1.spc Datolite HS442.3B', 'dickite1.spc Dickite NMNH106242', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.15973498, 0.12464129, 0.044561066, 0.041616317, 0.019957203, 0.01937524, 0.0026721943, 0.0015814905)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'alunite2.spc Alunite GDS83 Na63', 'alunite1.spc Alunite GDS84 Na03', 'strontia.spc Strontianite HS272.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B')","(0.17321841, 0.12994465, 0.10836745, 0.013691076, 0.008242736, 0.0035780997)"
LASSO Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'alunite2.spc Alunite GDS83 Na63', 'datolit1.spc Datolite HS442.3B', 'topazi.spc Topaz HS184.3B', 'calcite1.spc Calcite WS272')","(0.21838744, 0.15787937, 0.040822912, 0.016234694, 0.013216785, 0.0011981986)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'alunite2.spc Alunite GDS83 Na63', 'alunite1.spc Alunite GDS84 Na03', 'datolit1.spc Datolite HS442.3B', 'dickite1.spc Dickite NMNH106242', 'pyrophy3.spc Pyrophyllite SU1421', 'gypsum2.spc Gypsum SU2202')","(0.16241577, 0.13319473, 0.1004652, 0.048082545, 0.014227079, 0.011330635, 0.002063514)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'alunite2.spc Alunite GDS83 Na63', 'alunite6.spc Alunite SUSTDA-20', 'alunite1.spc Alunite GDS84 Na03', 'pyrophy3.spc Pyrophyllite SU1421', 'datolit1.spc Datolite HS442.3B', 'howlite.spc Howlite GDS155', 'carnall1.spc Carnallite NMNH98011')","(0.18985271, 0.124456406, 0.08336341, 0.05109904, 0.039161656, 0.010477451, 0.008464494, 0.0035457916)"
LASSO Regression,"('alunite2.spc Alunite GDS83 Na63', 'analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'pyrophy3.spc Pyrophyllite SU1421', 'datolit1.spc Datolite HS442.3B', 'kaolini2.spc Kaolinite KGa-1 (wxyl)', 'howlite.spc Howlite GDS155', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.18173467, 0.15573776, 0.081532426, 0.026657049, 0.018474579, 0.004504617, 0.0015734009, 0.0007467724)"
LASSO Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'alunite2.spc Alunite GDS83 Na63', 'dickite1.spc Dickite NMNH106242', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'datolit1.spc Datolite HS442.3B', 'datolit2.spc Datolite SU51399')","(0.18796617, 0.17111363, 0.08838184, 0.01842588, 0.006258565, 0.0031804305, 0.00038031783)"
LASSO Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'alunite2.spc Alunite GDS83 Na63', 'datolit1.spc Datolite HS442.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'topazi.spc Topaz HS184.3B')","(0.26432052, 0.12079238, 0.016563265, 0.014618898, 0.0086020455, 0.007887003, 0.0028215973)"
