Technique,Ordered Name,Coefficient
LASSO Regression,"('analcime.spc Analcime GDS1', 'strontia.spc Strontianite HS272.3B', 'lepidol5.spc Lepidolite NMNH105541', 'carnall1.spc Carnallite NMNH98011', 'montmor8.spc Montmorillonite STx-1', 'jarosit1.spc Jarosite GDS99 K-y 200C', 'elbaite2.spc Elbaite NMNH94217-1.b 196')","(0.204486, 0.06224967, 0.05292306, 0.030121934, 0.028768277, 0.0018732853, 0.0012108543)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'lepidol5.spc Lepidolite NMNH105541', 'strontia.spc Strontianite HS272.3B', 'carnall1.spc Carnallite NMNH98011', 'chlorit3.spc Chlorite SMR-13.b 60-104u', 'montmor2.spc Montmorillonite SAz-1')","(0.1912903, 0.054090217, 0.037612285, 0.024385666, 0.007055789, 0.0062229987)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'lepidol5.spc Lepidolite NMNH105541', 'neodymiu.spc Neodymium_Oxide GDS34', 'chlorit3.spc Chlorite SMR-13.b 60-104u', 'strontia.spc Strontianite HS272.3B')","(0.1814432, 0.07242301, 0.042386804, 0.02178771, 0.011602185, 0.009043645)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'lepidol5.spc Lepidolite NMNH105541', 'carnall1.spc Carnallite NMNH98011', 'chlorit3.spc Chlorite SMR-13.b 60-104u', 'laumonti.spc Laumontite GDS5', 'strontia.spc Strontianite HS272.3B', 'montmor8.spc Montmorillonite STx-1')","(0.18416724, 0.061278097, 0.018869411, 0.014794421, 0.013552505, 0.010690095, 0.005780046)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'strontia.spc Strontianite HS272.3B', 'carnall1.spc Carnallite NMNH98011', 'lepidol5.spc Lepidolite NMNH105541', 'elbaite2.spc Elbaite NMNH94217-1.b 196', 'phalite.spc Polyhalite NMNH92669-4')","(0.1990509, 0.069155894, 0.038417667, 0.027510665, 0.021078905, 0.013556905, 0.009253929)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'neodymiu.spc Neodymium_Oxide GDS34', 'lepidol5.spc Lepidolite NMNH105541', 'carnall1.spc Carnallite NMNH98011', 'bassanit.spc Bassanite GDS145 (syn)', 'niter.spc Niter GDS43 (K-Saltpeter)', 'laumonti.spc Laumontite GDS5')","(0.12121027, 0.042692024, 0.042535964, 0.025825778, 0.006395919, 0.0052207797, 0.00317201)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'strontia.spc Strontianite HS272.3B', 'montmor8.spc Montmorillonite STx-1', 'lepidol5.spc Lepidolite NMNH105541', 'chlorit2.spc Chlorite SMR-13.a 104-150', 'chlorit3.spc Chlorite SMR-13.b 60-104u')","(0.2025822, 0.030521834, 0.027141176, 0.02700417, 0.0027479483, 0.000509121)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B', 'lepidol4.spc Lepidolite NMNH88526-1', 'lepidol5.spc Lepidolite NMNH105541', 'laumonti.spc Laumontite GDS5', 'montmor8.spc Montmorillonite STx-1')","(0.2147287, 0.062067084, 0.047172327, 0.029299172, 0.027017668, 0.023637315, 0.014937996)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'lepidol5.spc Lepidolite NMNH105541', 'carnall1.spc Carnallite NMNH98011', 'neodymiu.spc Neodymium_Oxide GDS34', 'montmor8.spc Montmorillonite STx-1', 'chlorit3.spc Chlorite SMR-13.b 60-104u')","(0.14423166, 0.07363685, 0.045339145, 0.032490686, 0.020629482, 0.0003396138)"
LASSO Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'lepidol5.spc Lepidolite NMNH105541', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B', 'montmor2.spc Montmorillonite SAz-1')","(0.20319678, 0.06922818, 0.055649538, 0.03245013, 0.03124049, 0.016960321)"
