Technique,Ordered Name,Coefficient
HySudeB,"('c-black.spc Carbon_Black GDS68 sm.ap.', 'chabazit.spc Chabazite HS193.3B', 'natroli2.spc Natrolite+Zeolit HS168.3B', 'lepidol5.spc Lepidolite NMNH105541', 'ulexite1.spc Ulexite HS441.3B', 'brucite.spc Brucite HS247.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'niter.spc Niter GDS43 (K-Saltpeter)')","(0.10236096769094001, 0.04562177610853611, 0.04505897524438646, 0.033436312439846266, 0.019427945464893282, 0.004400267602444466, 0.0007034096385238613, 0.0001297858860605776)"
HySudeB,"('natroli1.spc Natrolite HS169.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'kainite.spc Kainite NMNH83904')","(0.02346309915267757, 0.008127217301416051, 0.0018631664884159347)"
HySudeB,"('natroli1.spc Natrolite HS169.3B', 'lepidol3.spc Lepidolite NMNH105543', 'bloedite.spc Bloedite GDS147', 'phalite.spc Polyhalite NMNH92669-4', 'syngenit.spc Syngenite GDS139', 'niter.spc Niter GDS43 (K-Saltpeter)', 'gypsum1.spc Gypsum HS333.3B')","(0.02634079585061593, 0.019395254351578205, 0.010063881602508826, 0.009398362586503665, 0.005711372354523435, 0.0006953921661182401, 0.0005080347876894411)"
HySudeB,"('natroli2.spc Natrolite+Zeolit HS168.3B', 'carnall1.spc Carnallite NMNH98011', 'montmor3.spc Montmorillonite SCa-2.a', 'h2o-ice.spc H2O-Ice GDS136 77K', 'lepidol3.spc Lepidolite NMNH105543', 'natroli1.spc Natrolite HS169.3B', 'lepidol5.spc Lepidolite NMNH105541', 'epsomite.spc Epsomite GDS149')","(0.03434441247892234, 0.022309434921308643, 0.02037341906191279, 0.019707701418437064, 0.01375095896926769, 0.012172984925370722, 0.008342236382958161, 0.003533593773422818)"
HySudeB,"('ulexite2.spc Ulexite GDS138 Boron CA', 'natroli1.spc Natrolite HS169.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'brucite.spc Brucite HS247.3B', 'illite1.spc Illite GDS4 (Marblehead)', 'montmor3.spc Montmorillonite SCa-2.a', 'carnall2.spc Carnallite HS430.3B', 'lepidol3.spc Lepidolite NMNH105543', 'carnall1.spc Carnallite NMNH98011')","(0.04632356863300037, 0.033992809172556704, 0.026503834279796308, 0.013994688145070303, 0.013097402494455379, 0.010562562781797758, 0.006066250845257295, 0.00373374843619518, 0.002120615222199772)"
HySudeB,"('kainite.spc Kainite NMNH83904', 'lepidol3.spc Lepidolite NMNH105543', 'natroli1.spc Natrolite HS169.3B', 'hyperst4.spc Hypersthene PYX02.b 120um', 'h2o-ice.spc H2O-Ice GDS136 77K', 'syngenit.spc Syngenite GDS139')","(0.029855969320505552, 0.01938768609911558, 0.007487683008507152, 0.007218649523349157, 0.00335834190747216, 0.0011603197163667727)"
HySudeB,"('montmor3.spc Montmorillonite SCa-2.a', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'opal1.spc Opal WS732', 'natroli2.spc Natrolite+Zeolit HS168.3B', 'lepidol5.spc Lepidolite NMNH105541', 'saponit1.spc Saponite SapCa-1', 'kainite.spc Kainite NMNH83904', 'hyperst2.spc Hypersthene PYX02.h >250u', 'ulexite1.spc Ulexite HS441.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'europium.spc Europium_Oxide GDS33', 'lepidol3.spc Lepidolite NMNH105543')","(0.05861178193415054, 0.05390197841868697, 0.03981236255929152, 0.03557752026293127, 0.018914032704662628, 0.018103994103525364, 0.007024472031980079, 0.004003497079079129, 0.0028055694730547177, 0.002383703103703989, 0.0023333280516242543, 0.0006307382622208759)"
HySudeB,"('montmor3.spc Montmorillonite SCa-2.a', 'chabazit.spc Chabazite HS193.3B', 'natroli1.spc Natrolite HS169.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'brucite.spc Brucite HS247.3B', 'lepidol3.spc Lepidolite NMNH105543')","(0.029614451215679374, 0.02920220559991266, 0.022190902105720344, 0.011656634408669223, 0.00915831042458134, 0.0023172038549674747)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'acmite.spc Acmite NMNH133746', 'natroli1.spc Natrolite HS169.3B', 'illite1.spc Illite GDS4 (Marblehead)', 'brucite.spc Brucite HS247.3B', 'syngenit.spc Syngenite GDS139', 'lepidol3.spc Lepidolite NMNH105543', 'carnall1.spc Carnallite NMNH98011', 'niter.spc Niter GDS43 (K-Saltpeter)', 'hyperst2.spc Hypersthene PYX02.h >250u', 'muscovic.spc Muscovite HS24.3')","(0.03486072363640718, 0.020288185530779036, 0.020122780152965054, 0.01539451898628619, 0.0133109786534992, 0.013086428771780692, 0.01230327956158966, 0.008885404179166959, 0.006246532305060673, 0.0058396263860965355, 0.0042025188790221595)"
HySudeB,"('phalite.spc Polyhalite NMNH92669-4', 'natroli1.spc Natrolite HS169.3B', 'topaze.spc Topaz Mt._Antero_#5', 'kainite.spc Kainite NMNH83904', 'topazi.spc Topaz HS184.3B')","(0.011613960405914125, 0.006098737463921503, 0.004631850463957863, 0.0043200141598438106, 0.002776818081375316)"
